final_rank,content_id,client_id,final_refresh_score,best_model_name,best_model_probability,baseline_refresh_score,confidence,suggested_action,final_reason_codes,is_declining_label,impressions_90d,clicks_90d,sessions_90d,avg_position,ctr,content_age_days,days_since_last_update,word_count,trend_direction,competition_level,content_type,main_intent,age_tier,freshness_tier,word_count_tier,impression_tier,position_tier
14294,content_1f5837d276bd,client_f369cb89fc,54.4929372468613,random_forest,0.5975173308293907,0.4019905681873583,medium,refresh,general_refresh_review|visible_model_opportunity,0,608,7,8,6.1,1.15,131,20,2980.0,up,MEDIUM,keyword article,commercial,91-180,0-30,2000-3500,moderate,page_1
14295,content_4bed8567926a,client_f369cb89fc,54.49276489670144,random_forest,0.673580488285837,0.2363547351814059,medium,refresh,general_refresh_review|model_decline_risk,1,79,0,4,24.9,0.0,126,20,2902.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_3_5
14296,content_d84bb1015344,client_19581e27de,54.49267634138584,random_forest,0.5212823633062819,0.5679870466836736,medium,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,1,1304,2,10,7.4,0.15,441,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_1
14297,content_093993b69105,client_6208ef0f77,54.491465986896955,random_forest,0.4552563614981213,0.7117235717304422,medium,monitor,low_engagement_visible_page|engagement_review_candidate,0,3842,24,123,11.3,0.62,124,104,3970.0,stable,LOW,keyword article,commercial,91-180,91-180,3500+,good,striking
14298,content_2646150e111d,client_4ec9599fc2,54.486614056746696,random_forest,0.6174187162890146,0.3584578306122449,medium,refresh,declining_with_demand|page_one_decay_risk,1,357,0,4,9.8,0.0,445,20,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_1
14299,content_05688a1937fe,client_4e07408562,54.480755520227284,random_forest,0.4309822161852649,0.7642482854399093,medium,monitor,page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,0,11781,31,46,7.4,0.26,280,25,3008.0,up,LOW,keyword article,transactional,181-365,0-30,2000-3500,good,page_1
14300,content_730d9c90c323,client_f369cb89fc,54.48051280917336,random_forest,0.6529373916911119,0.2809247433888889,medium,refresh,declining_with_demand|model_decline_risk,1,108,1,3,4.1,0.93,117,20,2542.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
14301,content_7c13c8d483ed,client_19581e27de,54.48002228257531,random_forest,0.5568489971901627,0.4901456851473922,medium,monitor,general_refresh_review,0,329,0,1,16.9,0.0,256,104,0.0,stable,LOW,keyword article,informational,181-365,91-180,unknown,moderate,striking
14302,content_611d55167bba,client_a88a7902cb,54.47800762926816,random_forest,0.6024564164978626,0.3907710918253968,medium,refresh,declining_with_demand|visible_model_opportunity,1,511,2,4,48.7,0.39,180,28,3004.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,moderate,page_3_5
14303,content_028eece1ecc2,client_3fdba35f04,54.47416283116881,random_forest,0.4530596291653354,0.7159687801615646,medium,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|engagement_review_candidate,1,29475,67,110,28.0,0.23,333,26,2643.0,down,LOW,keyword article,informational,181-365,0-30,2000-3500,good,page_3_5
14304,content_68a22b89c4bb,client_19581e27de,54.47327775578371,random_forest,0.4813239366680931,0.6543946231292517,medium,monitor,page_one_decay_risk|low_ctr_visible_page|ctr_review_candidate,0,2914,6,15,6.7,0.21,441,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_1
14305,content_72c8ef833176,client_d029fa3a95,54.47302221329908,random_forest,0.6481743152922216,0.2910635115595238,medium,refresh,declining_with_demand,1,143,0,4,6.6,0.0,130,20,2837.0,down,LOW,comparison article,informational,91-180,0-30,2000-3500,low,page_1
14306,content_474312e4e434,client_6208ef0f77,54.47288032466242,random_forest,0.4566318636302541,0.7081502054246032,medium,monitor,low_engagement_visible_page|engagement_review_candidate,0,11770,28,244,29.0,0.24,300,104,7020.0,up,LOW,keyword article,transactional,181-365,91-180,3500+,good,page_3_5
14307,content_5af98c4db3f6,client_bdd2d3af3a,54.46722745070307,random_forest,0.5894787257594328,0.4186951695660431,medium,refresh,general_refresh_review|visible_model_opportunity,0,706,8,9,6.7,1.13,92,20,2710.0,up,MEDIUM,keyword article,transactional,91-180,0-30,2000-3500,moderate,page_1
14308,content_07da2d8f9e3f,client_d029fa3a95,54.466306584813374,random_forest,0.6753344422178995,0.2317123754285714,medium,refresh,declining_with_demand|model_decline_risk,1,220,0,3,8.0,0.0,140,8,3018.0,down,LOW,comparison article,informational,91-180,0-30,2000-3500,low,page_1
14309,content_f29952db9c27,client_b4944c6ff0,54.463506533819604,random_forest,0.4898777928811498,0.6354643096961451,medium,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|engagement_review_candidate,1,6377,48,44,4.9,0.75,90,20,3006.0,down,HIGH,keyword article,transactional,31-90,0-30,2000-3500,good,page_1
14310,content_d528ddbf6c57,client_19581e27de,54.462375482261734,random_forest,0.3855074314993605,0.8626996298752835,medium,monitor,page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,0,12965,58,59,5.0,0.45,330,104,0.0,stable,LOW,keyword article,transactional,181-365,91-180,unknown,good,page_1
14311,content_19b8db713236,client_4e07408562,54.462114807834226,random_forest,0.6111392607840779,0.3713694730102041,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,1,1710,0,5,19.1,0.0,445,7,2825.0,down,MEDIUM,keyword article,commercial,365+,0-30,2000-3500,moderate,striking
14312,content_a4df4a987bec,client_f369cb89fc,54.461986170465316,random_forest,0.6799108714635912,0.221612625345805,medium,refresh,general_refresh_review|model_decline_risk,1,72,0,8,35.5,0.0,151,20,2544.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_3_5
14313,content_c480beae077e,client_6208ef0f77,54.46138494810803,random_forest,0.4294929170242137,0.7668887181768707,medium,monitor,low_engagement_visible_page|engagement_review_candidate,0,8057,58,149,13.2,0.72,125,104,3289.0,stable,LOW,keyword article,transactional,91-180,91-180,2000-3500,good,striking
14314,content_86ed40f760d2,client_f369cb89fc,54.4610314975588,random_forest,0.6668514782734225,0.2500202621848073,medium,refresh,page_one_decay_risk|model_decline_risk,1,64,1,4,7.2,1.56,180,20,2765.0,down,MEDIUM,keyword article,transactional,91-180,0-30,2000-3500,low,page_1
14315,content_440a8174f928,client_4e07408562,54.46056229577943,random_forest,0.6509636945916212,0.2846019307624716,medium,refresh,declining_with_demand|page_one_decay_risk|model_decline_risk,1,349,1,1,6.9,0.29,230,13,2768.0,down,LOW,keyword article,informational,181-365,0-30,2000-3500,moderate,page_1
14316,content_60ecb770a989,client_6208ef0f77,54.45892988031436,random_forest,0.4785751380127238,0.6599339093219954,medium,monitor,low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,0,2354,8,168,13.5,0.34,124,104,3873.0,up,LOW,keyword article,informational,91-180,91-180,3500+,moderate,striking
14317,content_669ece477f99,client_d029fa3a95,54.45879731687795,random_forest,0.6770122014792895,0.2278253936249999,medium,refresh,declining_with_demand|model_decline_risk,1,232,0,3,11.1,0.0,148,8,3330.0,down,LOW,comparison article,informational,91-180,0-30,2000-3500,low,striking
14318,content_57596b8c69ff,client_4e07408562,54.45871155948411,random_forest,0.3665496314419468,0.9038669976145124,medium,monitor,page_one_decay_risk|low_engagement_visible_page|engagement_review_candidate,0,65880,428,467,5.1,0.65,230,104,1737.0,stable,LOW,keyword article,informational,181-365,91-180,1000-2000,excellent,page_1
14319,content_bd42ced1f902,client_4e07408562,54.45713150952817,random_forest,0.4366319341498322,0.7512109171882086,medium,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|engagement_review_candidate,1,21786,118,70,18.0,0.54,280,25,2696.0,down,LOW,keyword article,informational,181-365,0-30,2000-3500,good,striking
14320,content_18473a06958a,client_f74efabef1,54.45560449563531,random_forest,0.7037976572479322,0.1693997048684807,medium,refresh,general_refresh_review|model_decline_risk,1,73,0,2,7.2,0.0,148,8,3640.0,down,LOW,keyword article,commercial,91-180,0-30,3500+,low,page_1
14321,content_7959cb7d586f,client_f369cb89fc,54.45410543666609,random_forest,0.5929690662751606,0.4106866222721088,medium,refresh,declining_with_demand|visible_model_opportunity,1,692,11,18,8.4,1.59,151,20,2844.0,down,HIGH,keyword article,transactional,91-180,0-30,2000-3500,moderate,page_1
14322,content_facb3a85ed2b,client_19581e27de,54.45066239180887,random_forest,0.4830954035017205,0.6498336736111112,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|ctr_review_candidate,1,1601,3,13,12.2,0.19,329,104,0.0,down,LOW,keyword article,transactional,181-365,91-180,unknown,moderate,striking
14323,content_86fbcf2cbd8b,client_f369cb89fc,54.44991639828041,random_forest,0.6444751506657954,0.2983998171428571,medium,refresh,declining_with_demand,1,147,1,2,2.7,0.68,117,20,2807.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,top_3
14324,content_365e8ab23775,client_b4944c6ff0,54.44798002364439,random_forest,0.6305085105693866,0.3287524807823129,medium,monitor,general_refresh_review,0,315,1,2,15.5,0.32,90,20,2770.0,up,LOW,keyword article,commercial,31-90,0-30,2000-3500,moderate,striking
14325,content_069238b59fbf,client_19581e27de,54.44532184237374,random_forest,0.4047720318584731,0.8202197169501134,medium,monitor,page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,0,28461,35,111,5.7,0.12,463,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,good,page_1
14326,content_3847afd543b8,client_6208ef0f77,54.44420096940227,random_forest,0.4303520534762509,0.7644833612857143,medium,monitor,low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,0,13033,60,168,17.8,0.46,229,104,7745.0,stable,LOW,keyword article,commercial,181-365,91-180,3500+,good,striking
14327,content_ffd1249e5046,client_3fdba35f04,54.443450598554755,random_forest,0.5586474236851526,0.4850918809583333,medium,refresh,low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,0,3656,8,24,15.7,0.22,333,14,2756.0,stable,HIGH,keyword article,informational,181-365,0-30,2000-3500,good,striking
14328,content_8bccdf8eab1a,client_f369cb89fc,54.44221562332101,random_forest,0.6153875602664676,0.3614996185473356,medium,monitor,page_one_decay_risk,0,392,1,1,6.3,0.26,187,20,3139.0,up,HIGH,keyword article,transactional,181-365,0-30,2000-3500,moderate,page_1
14329,content_f61ab5d34ef7,client_4ec9599fc2,54.4414834730487,random_forest,0.595239122380733,0.4053508469642857,medium,monitor,general_refresh_review,1,94,1,5,21.3,1.06,322,104,1030.0,down,unknown,feedly article,unknown,181-365,91-180,1000-2000,low,page_3_5
14330,content_1123b27c2c89,client_8b940be7fb,54.44072383950671,random_forest,0.4837097529955003,0.6481867383265307,medium,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|engagement_review_candidate,1,7204,69,40,4.0,0.96,90,20,3094.0,down,LOW,keyword article,informational,31-90,0-30,2000-3500,good,page_1
14331,content_90543303d933,client_6208ef0f77,54.440614512501085,random_forest,0.4464578088616008,0.7293008886825396,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,1,7887,30,120,19.9,0.38,223,104,5083.0,down,LOW,keyword article,informational,181-365,91-180,3500+,good,striking
14332,content_c9c3d2829a9f,client_bbb965ab0c,54.440343352555296,random_forest,0.6438333683603151,0.2994995275736961,medium,monitor,general_refresh_review,0,347,0,1,33.4,0.0,131,20,2817.0,stable,HIGH,keyword article,commercial,91-180,0-30,2000-3500,moderate,page_3_5
14333,content_5ab702ef906e,client_4ec9599fc2,54.439416513313034,random_forest,0.4625611443674885,0.694197984877551,medium,refresh_and_review_engagement,declining_with_demand|page_one_decay_risk|low_engagement_visible_page|engagement_review_candidate,1,11830,115,298,5.1,0.97,352,20,1456.0,down,unknown,feedly article,unknown,181-365,0-30,1000-2000,good,page_1
14334,content_c5efe4d3335d,client_19581e27de,54.43890751659669,random_forest,0.4670844647323541,0.6843324458616781,medium,refresh,declining_with_demand|page_one_decay_risk,1,1898,16,20,7.1,0.84,329,104,0.0,down,MEDIUM,keyword article,transactional,181-365,91-180,unknown,moderate,page_1
14335,content_43238562dba5,client_19581e27de,54.43817988415665,random_forest,0.4644029382152284,0.6901489387499999,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,1,13339,32,83,5.9,0.24,103,20,2663.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,good,page_1
14336,content_bc7d9edf34e5,client_6208ef0f77,54.437513908516266,random_forest,0.5139593474080144,0.5822172212482993,medium,refresh,low_engagement_visible_page|visible_model_opportunity|engagement_review_candidate,0,21166,43,251,30.7,0.2,104,20,3357.0,up,LOW,keyword article,informational,91-180,0-30,2000-3500,good,page_3_5
14337,content_c89fa662f881,client_f369cb89fc,54.43610727965553,random_forest,0.6258654266673052,0.3384936421111111,medium,refresh,declining_with_demand,1,290,1,2,5.8,0.34,131,20,3022.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
14338,content_4fe992b6e8f1,client_6208ef0f77,54.43510830840581,random_forest,0.5546481364932927,0.4935409742993197,medium,refresh,low_engagement_visible_page|visible_model_opportunity|engagement_review_candidate,0,1596,11,31,6.9,0.69,95,20,3513.0,up,LOW,keyword article,informational,91-180,0-30,3500+,moderate,page_1
14339,content_9eb56cbff018,client_349c41201b,54.43391207261443,random_forest,0.5953354842856153,0.4049054863594105,medium,refresh,declining_with_demand|visible_model_opportunity,1,959,7,3,21.9,0.73,104,20,2981.0,down,LOW,keyword article,commercial,91-180,0-30,2000-3500,moderate,page_3_5
14340,content_8c0b4cf95378,client_19581e27de,54.430903203823924,random_forest,0.4707186325566179,0.6761699089285713,medium,monitor,low_ctr_visible_page|ctr_review_candidate,0,2231,1,12,14.3,0.04,329,104,0.0,up,MEDIUM,keyword article,transactional,181-365,91-180,unknown,moderate,striking
14341,content_984c2712ee5d,client_19581e27de,54.42872420213426,random_forest,0.4664842673037813,0.6853226195578231,medium,monitor,page_one_decay_risk|low_ctr_visible_page|ctr_review_candidate,0,4441,10,12,8.9,0.23,417,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,good,page_1
14342,content_3408f65286e4,client_8527a891e2,54.42851884251918,random_forest,0.6161770027216873,0.3593545017267574,medium,monitor,general_refresh_review,1,66,0,1,7.5,0.0,174,92,1610.0,down,LOW,keyword article,informational,91-180,91-180,1000-2000,low,page_1
14343,content_330a9f2d60d6,client_624b60c58c,54.42831097906352,random_forest,0.6160409586961703,0.3596442767086167,medium,monitor,general_refresh_review,1,26,0,2,11.7,0.0,132,104,4093.0,down,HIGH,keyword article,transactional,91-180,91-180,3500+,low,striking
14344,content_75f4c47e158f,client_f74efabef1,54.42682023411143,random_forest,0.691775307854255,0.1946834242837301,medium,refresh,declining_with_demand|model_decline_risk,1,127,0,1,10.1,0.0,144,8,2943.0,down,LOW,keyword article,transactional,91-180,0-30,2000-3500,low,striking
14345,content_91305cc9ed7c,client_19581e27de,54.4235939542888,random_forest,0.3900972159773118,0.8514987924036281,medium,monitor,page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,0,9932,43,42,3.5,0.43,330,104,0.0,stable,LOW,keyword article,transactional,181-365,91-180,unknown,good,page_1
14346,content_3f137ad7e218,client_f369cb89fc,54.42344341311465,random_forest,0.6250030474385664,0.3399775625719955,medium,refresh,declining_with_demand,1,302,5,6,6.3,1.66,145,20,3157.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,moderate,page_1
14347,content_e9ef998e3eab,client_6208ef0f77,54.42277358984349,random_forest,0.5103787675310509,0.5895555352653061,medium,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|visible_model_opportunity|engagement_review_candidate,1,954,15,51,8.6,1.57,124,104,3659.0,down,LOW,keyword article,informational,91-180,91-180,3500+,moderate,page_1
14348,content_5aa79afa9801,client_19581e27de,54.42140676405571,random_forest,0.514264204439449,0.5810523270975056,medium,refresh,page_one_decay_risk|visible_model_opportunity,0,724,7,18,7.9,0.97,236,104,0.0,up,LOW,keyword article,informational,181-365,91-180,unknown,moderate,page_1
14349,content_caa26858b45d,client_19581e27de,54.421080294290135,random_forest,0.6570535676280542,0.2701128022329932,medium,refresh,general_refresh_review|model_decline_risk,0,93,0,1,5.1,0.0,91,20,2837.0,up,MEDIUM,keyword article,commercial,91-180,0-30,2000-3500,low,page_1
